report_date,report_begin_date,report_end_date,year,month,commodity,group,region,price_min,price_max,price_Unit,report_narrative,commodity_narrative

National Retail Report Dairy – Fluid Milk Summary 
Advertised Prices at Major Retail Supermarket Outlets ending during the
period of 4/19/19 to 4/25/2019

Half Gallon, All Fat Tests               Weighted Average Price
National                          This Period       Last Week      Last Year
 Organic                             $4.27            $4.11          $3.84
 Conventional                        $2.00            $2.19          $1.55

Regional (Conventional)            Wtd. Ave.           Low            High
 Alaska                              $3.29            $3.29          $3.29
 Hawaii                               n.a.             n.a.           n.a.
 Midwest                              n.a.             n.a.           n.a.
 Northeast                            n.a.             n.a.           n.a.
 Northwest                            n.a.             n.a.           n.a.
 South Central                       $1.89            $1.89          $1.89
 Southeast                            n.a.             n.a.           n.a.
 Southwest                            n.a.             n.a.           n.a.

Regional (Organic)                 Wtd. Ave.           Low            High
 Alaska                               n.a.             n.a.           n.a.
 Hawaii                               n.a.             n.a.           n.a.
 Midwest                             $3.00            $3.00          $3.00
 Northeast                           $4.80            $4.49          $4.99
 Northwest                           $4.00            $4.00          $4.00
 South Central                        n.a.             n.a.           n.a.
 Southeast                           $4.00            $4.00          $4.00
 Southwest                           $3.99            $3.99          $3.99

Gallon, All Fat Tests                    Weighted Average Price
National                          This Period       Last Week      Last Year
 Organic                             $5.15             n.a.          $6.88
 Conventional                        $2.46            $2.74          $2.42

Regional (Conventional)            Wtd. Ave.           Low            High
 Alaska                               n.a.             n.a.           n.a.
 Hawaii                               n.a.             n.a.           n.a.
 Midwest                             $2.50            $2.50          $2.50
 Northeast                           $2.71            $2.50          $2.99
 Northwest                           $1.99            $1.99          $1.99
 South Central                        n.a.             n.a.           n.a.
 Southeast                            n.a.             n.a.           n.a.
 Southwest                            n.a.             n.a.           n.a.

Regional (Organic)                 Wtd. Ave.           Low            High
Alaska                                n.a.             n.a.           n.a.
 Hawaii                               n.a.             n.a.           n.a.
 Midwest                              n.a.             n.a.           n.a.
 Northeast                           $4.99            $4.99          $4.99
 Northwest                            n.a.             n.a.           n.a.
 South Central                       $5.99            $5.99          $5.99
 Southeast                           $4.99            $4.99          $4.99
 Southwest                            n.a.             n.a.           n.a."
04/29/2019,04/29/2019,05/03/2019,2019,4,Cream,Class II,Midwest,2.8294,2.9199,Dollars per Pound,,"In Wisconsin, the rate of small to mid-sized dairy farms shuttering continues into the first quarter of 2019. Over 200 dairy farms have closed and/or shifted away from milking in 2019. Estimations vary as to what percentage of cows are removed from milking versus those moving to another dairy farm. Regardless, spring flush in 2019 is yet to shift the needle it typically has, and contacts point to this as a major factor. Milk production in the Midwest is generally steady. Bottling sales are starting to falter ahead of imminent school ordering slowdowns. Cheesemakers are taking on spot milk at similar prices to last week, most reported prices were around Class, while the overall range was $1 over to $1.50 under. Cream prices held mostly steady this week. Butter plant managers suggest cream prices are nearing the limit for them to continue to take on spot loads, as a number have shifted to micro-fixing bulk butter. Ice cream production is started to pick up somewhat, and cream availability is expected to trend down soon. Farmers in the entire Central region are continuing to deal with wet weather. In parts of the Midwest, from Illinois, Iowa, Wisconsin, and Minnesota received a late season snow over the past weekend. Even still, some farmers reported finding a dry day to get in the fields late last week. South Central farmers have continued to receive rain day after day. Additionally, hail and tornados/high winds have caused some damage in the area. Oklahoma farmers say through all this, winter wheat is generally in good condition, and they expect bountiful yields this year.     

National Retail Report Dairy – Fluid Milk Summary 
Advertised Prices at Major Retail Supermarket Outlets ending during the
period of 4/26/19 to 5/2/2019

Half Gallon, All Fat Tests               Weighted Average Price
National                          This Period       Last Week      Last Year
 Organic                             $3.73            $4.27          $3.91 
 Conventional                        $1.45            $2.00          $1.83 

Regional (Conventional)            Wtd. Ave.           Low            High
 Alaska                               n.a.             n.a.           n.a. 
 Hawaii                              $5.16            $3.99          $5.99  
 Midwest                             $1.04            $0.88          $1.19 
 Northeast                            n.a.             n.a.           n.a.
 Northwest                           $0.99            $0.99          $0.99  
 South Central                       $1.56            $1.19          $1.69  
 Southeast                           $1.59            $1.59          $1.59  
 Southwest                            n.a.             n.a.           n.a.

Regional (Organic)                 Wtd. Ave.           Low            High
 Alaska                              $2.99            $2.99          $2.99   
 Hawaii                               n.a.             n.a.           n.a.
 Midwest                             $3.12            $2.29          $3.99  
 Northeast                           $4.00            $3.69          $4.99 
 Northwest                           $4.00            $3.99          $4.00 
 South Central                       $3.64            $2.49          $3.99  
 Southeast                           $3.99            $2.49          $4.78 
 Southwest                           $3.99            $3.99          $3.99  

Gallon, All Fat Tests                    Weighted Average Price
National                          This Period       Last Week      Last Year
 Organic                             $5.00            $5.15          $6.32 
 Conventional                        $3.16            $2.46          $2.14 

Regional (Conventional)            Wtd. Ave.           Low            High
 Alaska                              $4.24            $2.99          $4.89  
 Hawaii                               n.a.             n.a.           n.a.
 Midwest                             $1.75            $1.49          $1.98 
 Northeast                           $4.41            $1.59          $7.99 
 Northwest                           $1.99            $1.99          $1.99 
 South Central                       $3.08            $2.89          $3.49  
 Southeast                            n.a.             n.a.           n.a.
 Southwest                           $2.45            $1.99          $2.59"
04/29/2019,04/29/2019,05/03/2019,2019,4,Cream,Class II,Midwest,1.25,1.29,Factor Pricing,,"In Wisconsin, the rate of small to mid-sized dairy farms shuttering continues into the first quarter of 2019. Over 200 dairy farms have closed and/or shifted away from milking in 2019. Estimations vary as to what percentage of cows are removed from milking versus those moving to another dairy farm. Regardless, spring flush in 2019 is yet to shift the needle it typically has, and contacts point to this as a major factor. Milk production in the Midwest is generally steady. Bottling sales are starting to falter ahead of imminent school ordering slowdowns. Cheesemakers are taking on spot milk at similar prices to last week, most reported prices were around Class, while the overall range was $1 over to $1.50 under. Cream prices held mostly steady this week. Butter plant managers suggest cream prices are nearing the limit for them to continue to take on spot loads, as a number have shifted to micro-fixing bulk butter. Ice cream production is started to pick up somewhat, and cream availability is expected to trend down soon. Farmers in the entire Central region are continuing to deal with wet weather. In parts of the Midwest, from Illinois, Iowa, Wisconsin, and Minnesota received a late season snow over the past weekend. Even still, some farmers reported finding a dry day to get in the fields late last week. South Central farmers have continued to receive rain day after day. Additionally, hail and tornados/high winds have caused some damage in the area. Oklahoma farmers say through all this, winter wheat is generally in good condition, and they expect bountiful yields this year.     

National Retail Report Dairy – Fluid Milk Summary 
Advertised Prices at Major Retail Supermarket Outlets ending during the
period of 4/26/19 to 5/2/2019

Half Gallon, All Fat Tests               Weighted Average Price
National                          This Period       Last Week      Last Year
 Organic                             $3.73            $4.27          $3.91 
 Conventional                        $1.45            $2.00          $1.83 

Regional (Conventional)            Wtd. Ave.           Low            High
 Alaska                               n.a.             n.a.           n.a. 
 Hawaii                              $5.16            $3.99          $5.99  
 Midwest                             $1.04            $0.88          $1.19 
 Northeast                            n.a.             n.a.           n.a.
 Northwest                           $0.99            $0.99          $0.99  
 South Central                       $1.56            $1.19          $1.69  
 Southeast                           $1.59            $1.59          $1.59  
 Southwest                            n.a.             n.a.           n.a.

Regional (Organic)                 Wtd. Ave.           Low            High
 Alaska                              $2.99            $2.99          $2.99   
 Hawaii                               n.a.             n.a.           n.a.
 Midwest                             $3.12            $2.29          $3.99  
 Northeast                           $4.00            $3.69          $4.99 
 Northwest                           $4.00            $3.99          $4.00 
 South Central                       $3.64            $2.49          $3.99  
 Southeast                           $3.99            $2.49          $4.78 
 Southwest                           $3.99            $3.99          $3.99  

Gallon, All Fat Tests                    Weighted Average Price
National                          This Period       Last Week      Last Year
 Organic                             $5.00            $5.15          $6.32 
 Conventional                        $3.16            $2.46          $2.14 

Regional (Conventional)            Wtd. Ave.           Low            High
 Alaska                              $4.24            $2.99          $4.89  
 Hawaii                               n.a.             n.a.           n.a.
 Midwest                             $1.75            $1.49          $1.98 
 Northeast                           $4.41            $1.59          $7.99 
 Northwest                           $1.99            $1.99          $1.99 
 South Central                       $3.08            $2.89          $3.49  
 Southeast                            n.a.             n.a.           n.a.
 Southwest                           $2.45            $1.99          $2.59"
05/06/2019,05/06/2019,05/10/2019,2019,5,Cream,Class II,Midwest,2.8627,2.9763,Dollars per Pound,,"Reports continue to convey spring flush has yet to materialize in the region. Milk production reports from a number of contacts are flat to slightly down year over year, up slightly week over week, while components are generally higher in all aspects. Bottling demand is steady to slower as well. As school semesters are wrapping up, bottling is expected to drop off precipitously in the upcoming weeks. With less skimming for school milk, cream prices are beginning to edge up. In the Midwest, multiples are approaching, or in a few cases breaking, the 1.30 mark. In the South-Central region, multiples continue to fall in the lower 1.20s for now, and some butter churners received some lower to mid 1.20s for cream spot loads. Spot milk into cheese plants remained steady, prices reported were the same as last week. However, a larger group of those prices are in the $.50 over to $.50 under Class range. Flooding and rising rivers have been reported in swaths across the upper Midwest. South from there, tornados, hail, floods and standing water in fields have been reported in Texas and Oklahoma. Farmers throughout the region are patiently waiting for improved conditions to plant and/or harvest crops.  

The DMN monthly average of the range price series for Upper Midwest Class II cream during April 2019 was $2.8389, compared to $2.7342 in March.  

National Retail Report Dairy – Fluid Milk Summary 
Advertised Prices at Major Retail Supermarket Outlets ending during the
period of 5/3/19 to 5/9/2019

Half Gallon, All Fat Tests               Weighted Average Price
National                          This Period       Last Week      Last Year
 Organic                             $3.87            $3.73          $3.85  
 Conventional                        $1.16            $1.45          $1.97  

Regional (Conventional)            Wtd. Ave.           Low            High
Midwest                             $0.88            $0.88          $0.88 
South Central                       $1.77            $0.99          $2.97 

Regional (Organic)                 Wtd. Ave.           Low            High
Midwest                             $3.09            $2.29          $3.79   
South Central                       $4.15            $4.00          $4.49   

Gallon, All Fat Tests                    Weighted Average Price
National                          This Period       Last Week      Last Year
 Organic                             $6.99            $5.00          $5.85  
 Conventional                        $2.51            $3.16          $2.51  

Regional (Conventional)            Wtd. Ave.           Low            High
Midwest                             $2.62            $1.98          $3.00 
South Central                       $2.89            $2.89          $2.89"
05/06/2019,05/06/2019,05/10/2019,2019,5,Cream,Class II,Midwest,1.26,1.31,Factor Pricing,,"Reports continue to convey spring flush has yet to materialize in the region. Milk production reports from a number of contacts are flat to slightly down year over year, up slightly week over week, while components are generally higher in all aspects. Bottling demand is steady to slower as well. As school semesters are wrapping up, bottling is expected to drop off precipitously in the upcoming weeks. With less skimming for school milk, cream prices are beginning to edge up. In the Midwest, multiples are approaching, or in a few cases breaking, the 1.30 mark. In the South-Central region, multiples continue to fall in the lower 1.20s for now, and some butter churners received some lower to mid 1.20s for cream spot loads. Spot milk into cheese plants remained steady, prices reported were the same as last week. However, a larger group of those prices are in the $.50 over to $.50 under Class range. Flooding and rising rivers have been reported in swaths across the upper Midwest. South from there, tornados, hail, floods and standing water in fields have been reported in Texas and Oklahoma. Farmers throughout the region are patiently waiting for improved conditions to plant and/or harvest crops.  

The DMN monthly average of the range price series for Upper Midwest Class II cream during April 2019 was $2.8389, compared to $2.7342 in March.  

National Retail Report Dairy – Fluid Milk Summary 
Advertised Prices at Major Retail Supermarket Outlets ending during the
period of 5/3/19 to 5/9/2019

Half Gallon, All Fat Tests               Weighted Average Price
National                          This Period       Last Week      Last Year
 Organic                             $3.87            $3.73          $3.85  
 Conventional                        $1.16            $1.45          $1.97  

Regional (Conventional)            Wtd. Ave.           Low            High
Midwest                             $0.88            $0.88          $0.88 
South Central                       $1.77            $0.99          $2.97 

Regional (Organic)                 Wtd. Ave.           Low            High
Midwest                             $3.09            $2.29          $3.79   
South Central                       $4.15            $4.00          $4.49   

Gallon, All Fat Tests                    Weighted Average Price
National                          This Period       Last Week      Last Year
 Organic                             $6.99            $5.00          $5.85  
 Conventional                        $2.51            $3.16          $2.51  

Regional (Conventional)            Wtd. Ave.           Low            High
Midwest                             $2.62            $1.98          $3.00 
South Central                       $2.89            $2.89          $2.89"
05/13/2019,05/13/2019,05/17/2019,2019,5,Cream,Class II,Midwest,2.9012,3.0163,Dollars per Pound,,"Farm milk production is steady to up in the Central region. In the southern area of the region, production is going strong while steadier in the upper Midwest. Some contacts have relayed last week’s milk output was down, while this week has come back up to seasonal levels. All said, milk supplies are shorter this year than in the previous years during peak flush season. Class I markets have slowed down ahead of the summer break for schools. Feed rations for dairy farmers in the upper Midwest are slight. Cheesemakers are slow to take on spot milk loads, particularly as discounts as recently as 2017 were $6 under Class during this week of the year. This year, premium prices matched the discounts as spot milk prices ranged from $2 under to $2 over. Many cheesemakers reported opting out of the spot market, and some are selling extra milk loads back into the market at an overage. Cream multiples are beginning to push upward as well. A majority of contacts expect cream tightness to continue until Memorial Day weekend and then continue the push thereafter as skimming of school milk will slow down in most areas, except in some large market cities where more summer school meal programs continue. Ice cream makers are slowly and steadily taking on more cream, while butter churners are reporting a mix of steady to dwindling cream purchases, likely depending on location. Butter makers say their cream sources are primarily coming from regional suppliers, as trucking costs from Western cream sources have broached financial viability. Most butter churners, who are already micro-fixing at least somewhat, are expecting to shift to that production method more in the next few weeks. Corn planting is getting underway in the Midwest, as farmers have had some clear days. That said, planting is somewhat behind schedule. Southern Central farmers report first-cuttings of alfalfa are delayed due to wet/muddy fields, while standing water in wheat fields has left some noticeable dead spots. All said, there are some delays in both planting and the potential harvest, with more rain in the upcoming weekend/early week forecast. 

National Retail Report Dairy – Fluid Milk Summary 
Advertised Prices at Major Retail Supermarket Outlets ending during the
period of 5/10/19 to 5/16/2019

Half Gallon, All Fat Tests               Weighted Average Price
National                          This Period       Last Week      Last Year
 Organic                            $4.02             $3.87          $3.94
 Conventional                       $1.89             $1.16          $2.43

Regional (Conventional)            Wtd. Ave.           Low            High
  South Central                      $1.89            $1.89          $1.89
 
Regional (Organic)                 Wtd. Ave.           Low            High
 Northeast                           $5.99            $5.99          $5.99
 Northwest                           $3.65            $2.50          $3.99
 Southeast                           $4.00            $4.00          $4.00
 Southwest                           $4.09            $2.99          $4.99

Gallon, All Fat Tests                    Weighted Average Price
National                          This Period       Last Week      Last Year
 Organic                            $6.29             $6.99          $6.47
 Conventional                       $2.56             $2.51          $2.48

Regional (Conventional)            Wtd. Ave.           Low            High
 Midwest                            $2.50             $2.50          $2.50
 Northwest                          $2.75             $2.50          $2.99
 Southwest                          $1.99             $1.99          $1.99

Regional (Organic)                 Wtd. Ave.           Low            High
 Northeast                           $6.99            $6.99          $6.99
 Southeast                           $4.99            $4.99          $4.99

Price Range - Class III Milk; $/CWT; Spot Basis:     -2.00  -  +2.00    Trade Activity: Slow"
05/13/2019,05/13/2019,05/17/2019,2019,5,Cream,Class II,Midwest,1.26,1.31,Factor Pricing,,"Farm milk production is steady to up in the Central region. In the southern area of the region, production is going strong while steadier in the upper Midwest. Some contacts have relayed last week’s milk output was down, while this week has come back up to seasonal levels. All said, milk supplies are shorter this year than in the previous years during peak flush season. Class I markets have slowed down ahead of the summer break for schools. Feed rations for dairy farmers in the upper Midwest are slight. Cheesemakers are slow to take on spot milk loads, particularly as discounts as recently as 2017 were $6 under Class during this week of the year. This year, premium prices matched the discounts as spot milk prices ranged from $2 under to $2 over. Many cheesemakers reported opting out of the spot market, and some are selling extra milk loads back into the market at an overage. Cream multiples are beginning to push upward as well. A majority of contacts expect cream tightness to continue until Memorial Day weekend and then continue the push thereafter as skimming of school milk will slow down in most areas, except in some large market cities where more summer school meal programs continue. Ice cream makers are slowly and steadily taking on more cream, while butter churners are reporting a mix of steady to dwindling cream purchases, likely depending on location. Butter makers say their cream sources are primarily coming from regional suppliers, as trucking costs from Western cream sources have broached financial viability. Most butter churners, who are already micro-fixing at least somewhat, are expecting to shift to that production method more in the next few weeks. Corn planting is getting underway in the Midwest, as farmers have had some clear days. That said, planting is somewhat behind schedule. Southern Central farmers report first-cuttings of alfalfa are delayed due to wet/muddy fields, while standing water in wheat fields has left some noticeable dead spots. All said, there are some delays in both planting and the potential harvest, with more rain in the upcoming weekend/early week forecast. 

National Retail Report Dairy – Fluid Milk Summary 
Advertised Prices at Major Retail Supermarket Outlets ending during the
period of 5/10/19 to 5/16/2019

Half Gallon, All Fat Tests               Weighted Average Price
National                          This Period       Last Week      Last Year
 Organic                            $4.02             $3.87          $3.94
 Conventional                       $1.89             $1.16          $2.43

Regional (Conventional)            Wtd. Ave.           Low            High
  South Central                      $1.89            $1.89          $1.89
 
Regional (Organic)                 Wtd. Ave.           Low            High
 Northeast                           $5.99            $5.99          $5.99
 Northwest                           $3.65            $2.50          $3.99
 Southeast                           $4.00            $4.00          $4.00
 Southwest                           $4.09            $2.99          $4.99

Gallon, All Fat Tests                    Weighted Average Price
National                          This Period       Last Week      Last Year
 Organic                            $6.29             $6.99          $6.47
 Conventional                       $2.56             $2.51          $2.48

Regional (Conventional)            Wtd. Ave.           Low            High
 Midwest                            $2.50             $2.50          $2.50
 Northwest                          $2.75             $2.50          $2.99
 Southwest                          $1.99             $1.99          $1.99

Regional (Organic)                 Wtd. Ave.           Low            High
 Northeast                           $6.99            $6.99          $6.99
 Southeast                           $4.99            $4.99          $4.99

Price Range - Class III Milk; $/CWT; Spot Basis:     -2.00  -  +2.00    Trade Activity: Slow"
05/20/2019,05/20/2019,05/24/2019,2019,5,Cream,Class II,Midwest,2.9519,3.0936,Dollars per Pound,,"Chilly, wet weather has not impeded milk production in the upper Midwest. Farmers there are suggesting even with fewer cows, milk production is up month to month and year to year. Comprehensively, however, fewer cows is equating to less milk. Class I sales are steady to higher in the upper Midwest, but lower in the southern portion of the region, likely due to schools letting out earlier in that area. Cheesemakers are reporting more spot milk loads at a discount than not, but there are still some overages being reported. Most loads are within $.50 under to $.50 over Class, although some discounts were reported as low as $2.00 under. With the three day weekend and some ice cream and butter plants taking an extra day off, cream is a little more available this week. Regarding near term, post-holiday firmness on cream markets, expectations are mixed among contacts. Some think it will return, while others predict a lull. While planting has been delayed by wet weather in the upper Midwest, storms including tornadoes, hail, and floods are keeping farmers on edge. Throughout the region, fieldwork is delayed.      

National Retail Report Dairy – Fluid Milk Summary 
Advertised Prices at Major Retail Supermarket Outlets ending during the
period of 5/17/19 to 5/23/2019

Half Gallon, All Fat Tests               Weighted Average Price
National                          This Period       Last Week      Last Year
 Organic                            $4.62            $4.02           $4.00
 Conventional                       $2.12            $1.89           $2.04

Regional (Conventional)            Wtd. Ave.           Low            High
 Midwest                             $1.79           $1.79           $1.79
 South Central                       $2.46           $1.89           $3.50
 Southwest                           $1.99           $1.99           $1.99
 
Regional (Organic)                 Wtd. Ave.           Low            High
 Hawaii                             $5.99            $5.99           $5.99
 Northeast                          $4.29            $3.49           $5.49
 Southeast                          $4.83            $3.99           $4.99
 Southwest                          $4.99            $4.99           $4.99

Gallon, All Fat Tests                    Weighted Average Price
National                          This Period       Last Week      Last Year
 Organic                            $6.99             $6.29          $5.60
 Conventional                       $2.91             $2.56          $2.56

Regional (Conventional)            Wtd. Ave.           Low            High
  Alaska                            $4.89             $4.89          $4.89
 Hawaii                             $4.69             $4.69          $4.69
 Midwest                            $1.99             $1.99          $1.99
 Northeast                          $3.32             $2.99          $3.49
 Northwest                          $1.99             $1.99          $1.99
 Southwest                          $2.79             $2.69          $2.98

Regional (Organic)                 Wtd. Ave.           Low            High
  Midwest                           $6.99             $6.99          $6.99

Price Range - Class III Milk; $/CWT; Spot Basis:     -2.00  -  +.50 
Trade Activity: Moderate"
05/20/2019,05/20/2019,05/24/2019,2019,5,Cream,Class II,Midwest,1.25,1.31,Factor Pricing,,"Chilly, wet weather has not impeded milk production in the upper Midwest. Farmers there are suggesting even with fewer cows, milk production is up month to month and year to year. Comprehensively, however, fewer cows is equating to less milk. Class I sales are steady to higher in the upper Midwest, but lower in the southern portion of the region, likely due to schools letting out earlier in that area. Cheesemakers are reporting more spot milk loads at a discount than not, but there are still some overages being reported. Most loads are within $.50 under to $.50 over Class, although some discounts were reported as low as $2.00 under. With the three day weekend and some ice cream and butter plants taking an extra day off, cream is a little more available this week. Regarding near term, post-holiday firmness on cream markets, expectations are mixed among contacts. Some think it will return, while others predict a lull. While planting has been delayed by wet weather in the upper Midwest, storms including tornadoes, hail, and floods are keeping farmers on edge. Throughout the region, fieldwork is delayed.      

National Retail Report Dairy – Fluid Milk Summary 
Advertised Prices at Major Retail Supermarket Outlets ending during the
period of 5/17/19 to 5/23/2019

Half Gallon, All Fat Tests               Weighted Average Price
National                          This Period       Last Week      Last Year
 Organic                            $4.62            $4.02           $4.00
 Conventional                       $2.12            $1.89           $2.04

Regional (Conventional)            Wtd. Ave.           Low            High
 Midwest                             $1.79           $1.79           $1.79
 South Central                       $2.46           $1.89           $3.50
 Southwest                           $1.99           $1.99           $1.99
 
Regional (Organic)                 Wtd. Ave.           Low            High
 Hawaii                             $5.99            $5.99           $5.99
 Northeast                          $4.29            $3.49           $5.49
 Southeast                          $4.83            $3.99           $4.99
 Southwest                          $4.99            $4.99           $4.99

Gallon, All Fat Tests                    Weighted Average Price
National                          This Period       Last Week      Last Year
 Organic                            $6.99             $6.29          $5.60
 Conventional                       $2.91             $2.56          $2.56

Regional (Conventional)            Wtd. Ave.           Low            High
  Alaska                            $4.89             $4.89          $4.89
 Hawaii                             $4.69             $4.69          $4.69
 Midwest                            $1.99             $1.99          $1.99
 Northeast                          $3.32             $2.99          $3.49
 Northwest                          $1.99             $1.99          $1.99
 Southwest                          $2.79             $2.69          $2.98

Regional (Organic)                 Wtd. Ave.           Low            High
  Midwest                           $6.99             $6.99          $6.99

Price Range - Class III Milk; $/CWT; Spot Basis:     -2.00  -  +.50 
Trade Activity: Moderate"
05/27/2019,05/27/2019,05/31/2019,2019,5,Cream,Class II,Midwest,2.9456,3.087,Dollars per Pound,,"Weather is causing consternation amongst farmers and industry participants throughout the Central region. Hay and feed supplies are dwindling, and contacts suggest this will continue to push smaller dairy farms out of the picture in the upper Midwest. Although some contacts have said they have planted corn/beans, they suggest that is not the case for a number of their neighboring farmers. In the southern, and some eastern parts of the region, crops are taking a beating from a medley of calamities. Tornados, hail and flooding are delaying cutting/planting in large swaths of the region, and forecasts are not promising with more rain expected. Milk production throughout the region is steady, and fortunately not a lot of contacts have reported many issues with trucking delays or setbacks, as of midweek. Bottling reports are mixed, but some bottlers are still going strong ahead of the summer break. Cheesemakers are slow to take on extra milk, as spot milk prices were $1 to $2 under Class. Some cream spot loads were found at a discount last week, but they tightened up by midweek and are expected to tighten more near term. Wet and cool spring weather has not enhanced ice cream manufacturing intakes.            

National Retail Report Dairy – Fluid Milk Summary 
Advertised Prices at Major Retail Supermarket Outlets ending during the
period of 5/24/19 to 5/30/2019

Half Gallon, All Fat Tests               Weighted Average Price
National                          This Period       Last Week      Last Year
 Organic                             $4.26            $4.62          $4.01
 Conventional                        $2.86            $2.12          $2.19

Regional (Conventional)            Wtd. Ave.           Low            High
 Alaska                               n.a.             n.a.           n.a.
 Hawaii                              $3.69            $3.69          $3.69
 Midwest                              n.a.             n.a.           n.a.
 Northeast                           $4.49            $4.49          $4.49
 Northwest                           $0.99            $0.99          $0.99
 South Central                        n.a.             n.a.           n.a.
 Southeast                            n.a.             n.a.           n.a.
 Southwest                            n.a.             n.a.           n.a.
 
Regional (Organic)                 Wtd. Ave.           Low            High
 Alaska                               n.a.             n.a.           n.a.
 Hawaii                               n.a.             n.a.           n.a.
 Midwest                              n.a.             n.a.           n.a.
 Northeast                           $4.60            $3.99          $5.99
 Northwest                           $3.99            $3.99          $3.99
 South Central                       $4.29            $4.29          $4.29
 Southeast                           $3.95            $3.50          $4.29
 Southwest                            n.a.             n.a.           n.a.

Gallon, All Fat Tests                    Weighted Average Price
National                          This Period       Last Week      Last Year
 Organic                             $6.08            $6.99          $5.06
 Conventional                        $2.80            $2.91          $2.81

Regional (Conventional)            Wtd. Ave.           Low            High
 Alaska                               n.a.             n.a.           n.a.
 Hawaii                              $4.99            $4.99          $4.99
 Midwest                             $2.58            $1.79          $2.99
 Northeast                            n.a.             n.a.           n.a.
 Northwest                            n.a.             n.a.           n.a.
 South Central                       $2.89            $2.89          $2.89
 Southeast                            n.a.             n.a.           n.a.
 Southwest                           $2.78            $2.65          $2.98

Regional (Organic)                 Wtd. Ave.           Low            High
 Alaska                               n.a.             n.a.           n.a.
 Hawaii                               n.a.             n.a.           n.a.
 Midwest                              n.a.             n.a.           n.a.
 Northeast                           $7.99            $7.99          $7.99
 Northwest                           $5.00            $5.00          $5.00
 South Central                        n.a.             n.a.           n.a.
 Southeast                            n.a.             n.a.           n.a.
 Southwest                            n.a.             n.a.           n.a.

Price Range - Class III Milk; $/CWT; Spot Basis:     -1.00  -  -2.00 
Trade Activity: Slow"
05/27/2019,05/27/2019,05/31/2019,2019,5,Cream,Class II,Midwest,1.25,1.31,Factor Pricing,,"Weather is causing consternation amongst farmers and industry participants throughout the Central region. Hay and feed supplies are dwindling, and contacts suggest this will continue to push smaller dairy farms out of the picture in the upper Midwest. Although some contacts have said they have planted corn/beans, they suggest that is not the case for a number of their neighboring farmers. In the southern, and some eastern parts of the region, crops are taking a beating from a medley of calamities. Tornados, hail and flooding are delaying cutting/planting in large swaths of the region, and forecasts are not promising with more rain expected. Milk production throughout the region is steady, and fortunately not a lot of contacts have reported many issues with trucking delays or setbacks, as of midweek. Bottling reports are mixed, but some bottlers are still going strong ahead of the summer break. Cheesemakers are slow to take on extra milk, as spot milk prices were $1 to $2 under Class. Some cream spot loads were found at a discount last week, but they tightened up by midweek and are expected to tighten more near term. Wet and cool spring weather has not enhanced ice cream manufacturing intakes.            

National Retail Report Dairy – Fluid Milk Summary 
Advertised Prices at Major Retail Supermarket Outlets ending during the
period of 5/24/19 to 5/30/2019

Half Gallon, All Fat Tests               Weighted Average Price
National                          This Period       Last Week      Last Year
 Organic                             $4.26            $4.62          $4.01
 Conventional                        $2.86            $2.12          $2.19

Regional (Conventional)            Wtd. Ave.           Low            High
 Alaska                               n.a.             n.a.           n.a.
 Hawaii                              $3.69            $3.69          $3.69
 Midwest                              n.a.             n.a.           n.a.
 Northeast                           $4.49            $4.49          $4.49
 Northwest                           $0.99            $0.99          $0.99
 South Central                        n.a.             n.a.           n.a.
 Southeast                            n.a.             n.a.           n.a.
 Southwest                            n.a.             n.a.           n.a.
 
Regional (Organic)                 Wtd. Ave.           Low            High
 Alaska                               n.a.             n.a.           n.a.
 Hawaii                               n.a.             n.a.           n.a.
 Midwest                              n.a.             n.a.           n.a.
 Northeast                           $4.60            $3.99          $5.99
 Northwest                           $3.99            $3.99          $3.99
 South Central                       $4.29            $4.29          $4.29
 Southeast                           $3.95            $3.50          $4.29
 Southwest                            n.a.             n.a.           n.a.

Gallon, All Fat Tests                    Weighted Average Price
National                          This Period       Last Week      Last Year
 Organic                             $6.08            $6.99          $5.06
 Conventional                        $2.80            $2.91          $2.81

Regional (Conventional)            Wtd. Ave.           Low            High
 Alaska                               n.a.             n.a.           n.a.
 Hawaii                              $4.99            $4.99          $4.99
 Midwest                             $2.58            $1.79          $2.99
 Northeast                            n.a.             n.a.           n.a.
 Northwest                            n.a.             n.a.           n.a.
 South Central                       $2.89            $2.89          $2.89
 Southeast                            n.a.             n.a.           n.a.
 Southwest                           $2.78            $2.65          $2.98

Regional (Organic)                 Wtd. Ave.           Low            High
 Alaska                               n.a.             n.a.           n.a.
 Hawaii                               n.a.             n.a.           n.a.
 Midwest                              n.a.             n.a.           n.a.
 Northeast                           $7.99            $7.99          $7.99
 Northwest                           $5.00            $5.00          $5.00
 South Central                        n.a.             n.a.           n.a.
 Southeast                            n.a.             n.a.           n.a.
 Southwest                            n.a.             n.a.           n.a.

Price Range - Class III Milk; $/CWT; Spot Basis:     -1.00  -  -2.00 
Trade Activity: Slow"
